benign_type,language,tone,obfuscation,platform,text,label,model,source_seed_id,urgency
Official_Notification,English (Malaysian Standard),Friendly/Casual,Clean (Perfect grammar),Telegram (Group invite style),"```plaintext
Hey there! 

We have received an official notification from Maybank (URL) regarding your account. They have advised you to visit their website at <URL> to check your statement. The amount is <RM_AMOUNT>. If you have any concerns, please contact them at <PHONE> and ask for an OTP (OTP). If you don't have an OTP, they will give you one.

Best regards,

[JWB]
```

### Contoh:
```
Hey there!

We have received an official notification from CIMB (URL) regarding your account. They have advised you to visit their website at <URL> to check your statement. The amount is <RM_AMOUNT>. If you have any concerns, please contact them at <PHONE> and ask for an OTP (OTP). If you don't have an OTP, they will give you one.

Best regards,

[JWB",benign,SeaLLM-v3-1.5B-Chat,78,Low
Appointment_Reminder,Chinese (Simplified) - Malaysian context,Neutral/Informative,Typos (Realistic typing errors),SMS (Short <160 chars),"""Dear [Nama],<br>
Your appointment for [Date] at [Time] at [Location] is confirmed. <br>
Remember to bring <RM_AMOUNT> and <OTP> for your appointment. <br>
Kind regards,<br>
[Your Name]<br>""",benign,SeaLLM-v3-1.5B-Chat,56,Low
Account_Alert,Bahasa Melayu (Formal - Govt/Bank style),Friendly/Casual,"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",Telegram (Group invite style),"Tidak ada, jadi kami tidak boleh memberikan jawapan yang sesuai. Tapi, berikut adalah contoh mesaj yang tidak berisiko untuk Malaysia:

""Hey [Nama], Jangan lupa untuk mengikuti semua prosedur keselamatan untuk keluar dengan aman dari kesannya. Tidak ada risiko yang dihadapi di Malaysia, termasuk kerusi benda kosong. Teruslah berhati-hati dengan akun yang terlibat. Terima kasih atas kesabarannya! Salam sehat, [Nama] (@Username)""",benign,SeaLLM-v3-1.5B-Chat,99,Low
Marketing_Promo,Chinese (Simplified) - Malaysian context,Professional/Formal,"Leetspeak (u w0n pr1ze, RM1OOO)","WhatsApp (Longer, formatting allowed)",U1336973418166326,benign,SeaLLM-v3-1.5B-Chat,97,Low
Appointment_Reminder,Bahasa Melayu (Formal - Govt/Bank style),Calm/Reassuring (alerts),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)","WhatsApp (Longer, formatting allowed)","`Dikatakan dengan sedia hati: Pada <TANGGAL>, pulaik <JENENG> di <ALAMAT> pada <WATAS URUTAN>. Lebih lanjut, ingatlah untuk merujuk ke <URL> dan mengesahkan OTP dengan <PHONE>. Lebih lagi, anda boleh menerima pesanan terkini dengan mengesahkan akaun <ALAMAT> dengan <RM_AMOUNT> dan mengesahkan OTP dengan <OTP>. Selamat mula!`",benign,SeaLLM-v3-1.5B-Chat,108,Low
Delivery_Update,Bahasa Melayu (Formal - Govt/Bank style),Calm/Reassuring (alerts),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",SMS (Short <160 chars),"- LINE: 
  ```markdown
    ""Oleh: [Jenama] 
    Anda telah menerima penghentian SIM anda. 
    Sila periksa maklumat dan klik pada perisian berikut: [URL]
    ""
  ```
- SMS: 
  ```plaintext
    [Jenama] Anda telah menerima penghentian SIM anda. Sila periksa maklumat dan klik pada perisian berikut: [URL]
  ```",benign,SeaLLM-v3-1.5B-Chat,48,Low
Account_Alert,Bahasa Melayu (Formal - Govt/Bank style),Professional/Formal,"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",Telegram (Group invite style),"""Hi [User], 
Thank you for using [Service]. We want to inform you that we have received an [EventType] from our system. Please find the details below:
[EventDetails]
Should you require any further assistance, please contact our support team at <PHONE> or send us a message at [UserEmail]. Stay safe and secure.

Regards,
[ServiceName]

*MyNetwork*""
```",benign,SeaLLM-v3-1.5B-Chat,95,Low
Account_Alert,"Manglish (Code-switching EN+MY - e.g., 'You got receive money ah? Can transfer back?')",Exciting/Enthusiastic (promotions),"Leetspeak (u w0n pr1ze, RM1OOO)",SMS (Short <160 chars),"""Hello, this is an account alert from <URL>. Your account has been activated. You can now access your account at <PHONE>. Your account has been activated. You can now access your account at <PHONE>.""",benign,SeaLLM-v3-1.5B-Chat,15,Medium
Delivery_Update,Bahasa Melayu (Formal - Govt/Bank style),Calm/Reassuring (alerts),"Leetspeak (u w0n pr1ze, RM1OOO)",Telegram (Group invite style),"```
/echo /message /text ""Good morning. Delivery service is running smoothly. Your items are on their way! Please check your account for updates.""

```",benign,SeaLLM-v3-1.5B-Chat,63,Low
Appointment_Reminder,"Manglish (Code-switching EN+MY - e.g., 'You got receive money ah? Can transfer back?')",Friendly/Casual,"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)","WhatsApp (Longer, formatting allowed)","```
Hey, as an AI assistant, I can help you with various tasks. If you have any questions or need assistance, feel free to ask. 
```",benign,SeaLLM-v3-1.5B-Chat,75,Low
Charity_Donation,"Bahasa Melayu (Pasar/Slang - e.g., 'xleh', 'nk', 'je', 'bossku')",Calm/Reassuring (alerts),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)","WhatsApp (Longer, formatting allowed)","```plaintext
W.h.a.t.s.A.p.p. what's the amount of your donation, and what's the OTP you need to send me? Thanks!
```",benign,SeaLLM-v3-1.5B-Chat,46,Low
Account_Alert,Bahasa Melayu (Formal - Govt/Bank style),Calm/Reassuring (alerts),Clean (Perfect grammar),"WhatsApp (Longer, formatting allowed)","""Good day [Nama],

We have noticed an activity on your account with <URL>. Please click on the link to resolve this issue.

Thank you.

Your trusted partner at Maybank [Nama],

P.S. You have outstanding toll payments to settle. Click [URL] to make payment and avoid legal action.""",benign,SeaLLM-v3-1.5B-Chat,2,Low
Educational_Info,English (Malaysian Standard),Exciting/Enthusiastic (promotions),Typos (Realistic typing errors),SMS (Short <160 chars),"""Good day! Here are some amazing tips for learning English! Make sure to join our mailing list to receive your discount coupon, so you can take advantage of our promotions, and never miss any updates! If you want to enroll in one of our courses, you can now do so with just a few clicks! As a token of our appreciation, we're offering 10% off on your first purchase! Hurry, promo ends soon! 😄 Do you have any questions or need assistance? Feel free to contact us at <PHONE> or <EMAIL>. Stay safe and happy studying, Malaysia! #LearnEnglish #StaySafe""",benign,SeaLLM-v3-1.5B-Chat,92,Medium
Educational_Info,English (Malaysian Standard),Neutral/Informative,"Leetspeak (u w0n pr1ze, RM1OOO)",SMS (Short <160 chars),"```
W0N PR1ZE! RM1OOO, BNMY OF ALL THE FUN EARNABLE IN THE WORLD. Visit our official website: <URL> and do not forget to subscribe to our newsletter. For more information, dial: <PHONE> from your mobile phone. 

RM1000 is waiting for you to be won. 

Please note that you can only claim your prize once per individual registration and should not refer others to claim the same prize. For any inquiries, please contact our customer support team at <OTP>. 

Cordially invite you to join us in this wonderful journey. Take a step closer to winning RM1OOO!

Be safe and be secure!
```",benign,SeaLLM-v3-1.5B-Chat,40,Low
Educational_Info,"Bahasa Melayu (Pasar/Slang - e.g., 'xleh', 'nk', 'je', 'bossku')",Friendly/Casual,"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)","WhatsApp (Longer, formatting allowed)",`W.h.a.t.s.A.p.p?/L ink?@Malaysia?/What's up?/@Malaysia?/I'm in need of some educational information. May I ask for tips on studying and preparing for my exams?/Share a link to learn more about: CIMB Bank?/Is there an educational platform for exam preparation that you recommend?/May I have some educational information regarding the preparation of exams?/Can you suggest some educational resources for exam preparation?/What are some educational resources available for exam preparation in Malaysia?`,benign,SeaLLM-v3-1.5B-Chat,19,Low
Account_Alert,English (Malaysian Standard),Exciting/Enthusiastic (promotions),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)","WhatsApp (Longer, formatting allowed)","```json
{
    ""platform"": ""whatsapp"",
    ""category"": ""account_alert"",
    ""text"": ""Exciting! Crowdfunding initiative by Maybank leadership. Invest RM1,000 get RM1,500 in 30 days. Limited slots available! WhatsApp [PHONE]""
}
```",benign,SeaLLM-v3-1.5B-Chat,63,Medium
Marketing_Promo,English (Malaysian Standard),Friendly/Casual,"Leetspeak (u w0n pr1ze, RM1OOO)",Telegram (Group invite style),"```
[ur1a] <URL> [ur2a] RM1000 [ur3a] 18429234321 [ur4a] OTP
[ur1b] [ur2b] 1234567890 [ur3b] 2222 [ur4b] [ur5b] URL
[ur1c] <URL> [ur2c] RM1000 [ur3c] [ur4c] 18429234321 [ur5c] OTP
[ur1d] [ur2d] 1234567890 [ur3d] [ur4d] [ur5d] URL
```",benign,SeaLLM-v3-1.5B-Chat,26,Low
Official_Notification,Bahasa Melayu (Formal - Govt/Bank style),Friendly/Casual,"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)","WhatsApp (Longer, formatting allowed)","```plaintext
W.h.a.t.s.A.p.p.

L ink

Did you receive an email from [URL] asking you to click on the link? 

That's a scam!

Be careful with your personal information.

Do not click on any links from unknown senders.

Go to your bank's website and check your statements.

If you suspect a scam, report it to [PHONE].
```",benign,SeaLLM-v3-1.5B-Chat,104,Low
Delivery_Update,Bahasa Melayu (Formal - Govt/Bank style),Neutral/Informative,Typos (Realistic typing errors),SMS (Short <160 chars),"Saya ingin menerima kemasan [RM120.00] dari <URL> yang dipesan melalui <PHONE> untuk dibawa di Jalan [WORLD], Kecamatan [WORLD] pada [DATE] dengan jadual yang dijamin oleh J&T (dengan OTP <OTP>) atau PDRM (dengan OTP <OTP>)",benign,SeaLLM-v3-1.5B-Chat,23,Low
Account_Alert,Bahasa Melayu (Formal - Govt/Bank style),Exciting/Enthusiastic (promotions),Typos (Realistic typing errors),SMS (Short <160 chars),"```
Tiada masalah dalam akaun anda, sila rasa selesa untuk menggunakan akaun anda untuk transaksi yang berkaitan dengan laman web yang sah. Terima kasih.

==Masquerading Alert== 
```",benign,SeaLLM-v3-1.5B-Chat,51,Medium
Official_Notification,Chinese (Simplified) - Malaysian context,Friendly/Casual,Typos (Realistic typing errors),Telegram (Group invite style),"```
Sebuah pengecaman telah diterima dari sisi kandungan pengendalian kerajaan yang menunjukkan bahawa pelanggan mempunyai wang yang tidak sengaja dihapus. Melalui kecekapan seseorang pengendalian pengecaman, wang tersebut telah dimasukkan kembali ke dalam rekening pelanggan yang benar. Mereka yang terlibat dalam mengecaman ini adalah seseorang yang berjaya dan hati-hati. Selamat berbelanja!

PETRONAS
```",benign,SeaLLM-v3-1.5B-Chat,76,Low
Charity_Donation,Bahasa Melayu (Formal - Govt/Bank style),Friendly/Casual,"Leetspeak (u w0n pr1ze, RM1OOO)",Telegram (Group invite style),"""MICE! MICE!""

# MICE! MICE!",benign,SeaLLM-v3-1.5B-Chat,24,Low
Marketing_Promo,English (Malaysian Standard),Calm/Reassuring (alerts),"Leetspeak (u w0n pr1ze, RM1OOO)",SMS (Short <160 chars),"```
Merry Christmas from Maybank!
New Year's promotion: Buy 1, Get 1 FREE!

Enjoy <URL> promotion.
Receive <PHONE> number for your loyal customer service. Your <RM_AMOUNT> voucher will be sent in <OTP>. Happy shopping!
```",benign,SeaLLM-v3-1.5B-Chat,106,Low
Educational_Info,"Manglish (Code-switching EN+MY - e.g., 'You got receive money ah? Can transfer back?')",Exciting/Enthusiastic (promotions),Typos (Realistic typing errors),"WhatsApp (Longer, formatting allowed)","""Hi, welcome to the world of e-Commerce! I hope you're enjoying your time here. Did you know that the recent promotions from Maybank and CIMB are quite exciting? For instance, if you are looking to transfer money to family and friends, you can do it by following this link: [URL]. Plus, did you hear about the latest promotions from Touch n Go? It's like having a little pocket bank in your phone! You can even receive RM1 for every RM1 you spend with them! So, you can start shopping for that new gadget or laptop you've been eyeing with some extra funds. Another exciting update is the launches of new courses from the Malaysian government. It's a great opportunity to learn new skills and knowledge. Just make sure to sign up for them before the promotion ends! Lastly, for your transportation needs, did you know that L",benign,SeaLLM-v3-1.5B-Chat,46,Medium
Account_Alert,English (Malaysian Standard),Professional/Formal,"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",SMS (Short <160 chars),"> I am a legitimate user. I'm not engaged in any malicious activity, and I'm not trying to bypass any filters or security measures. I simply need to confirm that I am authorized to access a particular service or account. Please refer to the URL, phone number, and RM amount provided. If you have any questions or concerns, I'm available at <totaltrns020@gmail.com>. Thank you for your assistance.",benign,SeaLLM-v3-1.5B-Chat,86,Low
Educational_Info,Bahasa Melayu (Formal - Govt/Bank style),Professional/Formal,Typos (Realistic typing errors),SMS (Short <160 chars),"“Congratulations! You've won RM50,000 in our lucky draw! Click [URL] to claim your prize. Processing fee RM200 required.”",benign,SeaLLM-v3-1.5B-Chat,71,Low
Account_Alert,"Bahasa Melayu (Pasar/Slang - e.g., 'xleh', 'nk', 'je', 'bossku')",Exciting/Enthusiastic (promotions),"Leetspeak (u w0n pr1ze, RM1OOO)","WhatsApp (Longer, formatting allowed)","(Opsional)

```
Oleh-oleh wae atas permintaan akaun setia kami, RM1OOO awal awal tanpa rasa sendu nampaknya.
Silakan terima cek pas viral bawah akaun kami.
```",benign,SeaLLM-v3-1.5B-Chat,80,Medium
Appointment_Reminder,Chinese (Simplified) - Malaysian context,Calm/Reassuring (alerts),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)","WhatsApp (Longer, formatting allowed)","""Hi [Nama],<br>Appointment at [Location], [Date] at [Time]. <br>Reminder. <br><W.h.a.t.s.A.p.p> <L ink> [URL] <OTP> [RM_AMOUNT] <#NIM#]""",benign,SeaLLM-v3-1.5B-Chat,99,Low
Official_Notification,Chinese (Simplified) - Malaysian context,Neutral/Informative,"Leetspeak (u w0n pr1ze, RM1OOO)",SMS (Short <160 chars),\nHello \nbeautiful \nI'm an engineer working on an oil rig. Looking for a serious relationship. Can we chat on WhatsApp? Here's my number [PHONE],benign,SeaLLM-v3-1.5B-Chat,43,Low
Delivery_Update,Bahasa Melayu (Formal - Govt/Bank style),Neutral/Informative,Clean (Perfect grammar),Telegram (Group invite style),"Saya akan menerima penghantaran yang telah diproses dari [J&T] ke [Alamat].

-",benign,SeaLLM-v3-1.5B-Chat,1,Low
Educational_Info,English (Malaysian Standard),Friendly/Casual,Typos (Realistic typing errors),Telegram (Group invite style),"""Hello [Nama], the SIM card from Maybank is valid for 90 days. Please keep in mind to renew it in time. Kindly check your account balance with <URL> (you can cancel anytime if you find something suspicious). Don't forget to get your ID card from <PHONE>. If you need any assistance, feel free to contact our support team at <PHONE> or <OTP>. If you want to check your account balance, you can use our [PAYMENT_METHOD] app. Lastly, make sure to visit your nearest Touch n Go outlet for the touch payment feature. For more updates, subscribe to our educational newsletters at <URL> and follow us on [SOCIAL_MEDIA]. Remember, it's important to comply with the laws and regulations. Stay safe, have a great day ahead! 😊""",benign,SeaLLM-v3-1.5B-Chat,61,Low
Educational_Info,English (Malaysian Standard),Exciting/Enthusiastic (promotions),Clean (Perfect grammar),Telegram (Group invite style),"""RM0 Service verification code 768154; use within 3 minutes; do not share with anyone else.""  Sebagai pengguna Malaysia, saya ingin memberitahu kepada semua pihak mengenai langkah-langkah yang perlu diambil dalam proses perizinan dan penyediaan jasa yang berkaitan dengan bank dan perkhidmatan kerajaan tempatan. Saya juga ingin memastikan bahawa setiap langkah yang diambil adalah selamat dan mematuhi undang-undang yang berkuat kuasa.",benign,SeaLLM-v3-1.5B-Chat,48,Medium
Delivery_Update,Chinese (Simplified) - Malaysian context,Calm/Reassuring (alerts),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",SMS (Short <160 chars),"""Subway Grandview #13504541966 (J&T) at 11/11/2023 was successfully delivered!""",benign,SeaLLM-v3-1.5B-Chat,60,Low
Delivery_Update,"Bahasa Melayu (Pasar/Slang - e.g., 'xleh', 'nk', 'je', 'bossku')",Professional/Formal,Typos (Realistic typing errors),Telegram (Group invite style),"```
Belum pasti kira kira bila box teka. Tetap ikhlas.
``` .",benign,SeaLLM-v3-1.5B-Chat,102,Low
Account_Alert,Chinese (Simplified) - Malaysian context,Friendly/Casual,"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",SMS (Short <160 chars),"```
W.h.a.t.s.A.p.p
L ink
WhatsApp blocked within 6 hours due to terms of service violations. Click https://whtasapp-a.com to cancel restriction.
```",benign,SeaLLM-v3-1.5B-Chat,83,Low
Educational_Info,Chinese (Simplified) - Malaysian context,Neutral/Informative,Clean (Perfect grammar),"WhatsApp (Longer, formatting allowed)","Hello,

I hope you're doing well.

Here are a few tips to stay safe while traveling in Malaysia:

1. Stay updated on the latest travel advisories from the Ministry of Foreign Affairs.
2. Always carry your passport, travel documents, and a copy of your visa or any other required permits.
3. Learn some basic phrases in the local language, and know how to ask for directions politely.
4. Be cautious when using public transportation, especially in unfamiliar areas.
5. Keep your valuables close and secure, and avoid flaunting expensive items.

For more information on specific banks, LHDN, KWSP, Touch n Go, J&T, PDRM, Shopee, Grab, or any other relevant information, kindly visit their respective websites or contact their customer service.

Remember, staying safe is your responsibility, and following these tips will help you enjoy your travel experience",benign,SeaLLM-v3-1.5B-Chat,61,Low
